3,0.0,0.0
8,149.1,304.5
0,0.0,0.0
5,0.0,0.0
10,308.75,461.0
2,0.0,0.0
13,919.3,362.0
3,0.0,0.0
12,851.5,314.0
23,0.0,0.0
5,0.0,0.0
14,899.45,258.5
12,868.55,455.0
15,711.15,378.0
20,45.05,77.5
21,1.45,4.0
4,0.0,0.0
7,25.1,112.5
21,3.7,9.5
23,0.0,0.0
5,0.0,0.0
6,2.4,5.5
1,0.0,0.0
7,51.0,133.5
19,208.3,187.0
15,876.6,178.5
0,0.0,0.0
22,0.0,0.0
0,0.0,0.0
16,84.0,225.5
3,0.0,0.0
20,71.0,108.5
23,0.0,0.0
15,162.25,540.5
22,0.0,0.0
7,23.3,86.5
13,687.05,372.0
1,0.0,0.0
6,2.9,9.5
0,0.0,0.0
13,923.8,260.5
14,895.75,240.0
9,217.05,294.0
22,0.0,0.0
8,140.95,250.5
2,0.0,0.0
18,398.3,159.0
13,886.15,321.5
4,0.0,0.0
19,225.1,150.5
5,0.0,0.0
3,0.0,0.0
15,844.45,243.5
10,307.9,423.5
8,46.5,110.0
16,743.85,211.0
11,745.8,371.0
14,929.2,448.0
1,0.0,0.0
22,0.0,0.0
9,413.0,400.5
3,0.0,0.0
17,565.8,301.5
9,204.4,636.0
21,4.65,12.0
14,676.85,468.5
19,183.0,126.0
9,384.2,644.0
16,775.2,160.0
2,0.0,0.0
1,0.0,0.0
4,0.0,0.0
21,3.95,7.0
12,807.325,334.5
16,744.6,203.5
3,0.0,0.0
20,67.85,83.5
4,0.0,0.0
4,0.0,0.0
4,0.0,0.0
19,238.4,106.5
2,0.0,0.0
13,878.1,436.0
17,606.7,190.0
23,0.0,0.0
9,264.65,634.0
8,143.4,299.0
15,511.0,524.0
19,122.45,220.5
10,77.85,195.5
5,0.0,0.0
10,305.3,456.0
4,0.0,0.0
12,880.8,479.0
22,0.0,0.0
16,557.95,454.0
21,2.25,4.0
12,657.7,439.5
23,0.0,0.0
2,0.0,0.0
4,0.0,0.0
13,893.7,277.0
20,57.1,65.0
5,0.0,0.0
7,21.85,108.0
19,116.775,309.75
18,109.0,151.0
1,0.0,0.0
19,35.6,98.5
14,927.7,197.5
3,0.0,0.0
6,3.55,10.0
18,332.35,176.0
18,416.3,174.0
17,67.05,262.5
11,724.6,421.0
8,98.0,367.5
17,589.8,199.5
0,0.0,0.0
21,5.85,13.0
12,506.25,567.0
5,0.0,0.0
3,0.0,0.0
10,358.4,414.5
10,330.25,584.0
6,2.45,6.5
18,335.1,355.5
7,40.5,80.0
10,390.55,585.5
8,113.6,461.5
16,644.45,401.0
7,41.1,111.0
9,321.55,555.0
21,7.6,17.5
15,859.05,231.0
7,26.15,112.5
20,61.35,102.0
20,37.35,90.5
14,600.3,428.5
0,0.0,0.0
7,44.05,145.0
10,406.15,604.5
16,721.7,458.5
12,835.0,360.0
22,0.0,0.0
9,62.3,158.0
12,806.05,428.0
21,2.9,7.0
9,338.2,356.0
11,495.65,519.0
21,4.55,13.5
22,0.0,0.0
